"date","country","confirmed","death","recovered","active"
2020-03-04,"Mexico",5,0,1,4
2020-03-04,"Monaco",1,0,0,1
2020-03-04,"Morocco",1,0,0,1
2020-03-04,"Nepal",1,0,1,0
2020-03-04,"Netherlands",38,0,0,38
2020-03-04,"New Zealand",3,0,0,3
2020-03-04,"Nigeria",1,0,0,1
2020-03-04,"North Macedonia",1,0,0,1
2020-03-04,"Norway",56,0,0,56
2020-03-04,"Oman",15,0,2,13
2020-03-04,"Others",706,6,10,690
2020-03-04,"Pakistan",5,0,0,5
2020-03-04,"Philippines",3,1,1,1
2020-03-04,"Poland",1,0,0,1
2020-03-04,"Portugal",5,0,0,5
2020-03-04,"Qatar",8,0,0,8
2020-03-04,"Romania",4,0,1,3
2020-03-04,"Russia",3,0,2,1
2020-03-04,"Saint Barthelemy",3,0,0,3
2020-03-04,"San Marino",16,1,0,15
2020-03-04,"Saudi Arabia",1,0,0,1
2020-03-04,"Senegal",4,0,0,4
2020-03-04,"Singapore",110,0,78,32
2020-03-04,"South Korea",5621,35,41,5545
2020-03-04,"Spain",222,2,2,218
2020-03-04,"Sri Lanka",1,0,1,0
2020-03-04,"Sweden",35,0,0,35
2020-03-04,"Switzerland",90,0,3,87
2020-03-04,"Taiwan",42,1,12,29
2020-03-04,"Thailand",43,1,31,11
2020-03-04,"Tunisia",1,0,0,1
2020-03-04,"UK",85,0,8,77
2020-03-04,"Ukraine",1,0,0,1
2020-03-04,"United Arab Emirates",27,0,5,22
2020-03-04,"US",153,11,8,134
2020-03-04,"Vietnam",16,0,16,0
2020-03-05,"Afghanistan",1,0,0,1
2020-03-05,"Algeria",12,0,0,12
2020-03-05,"Andorra",1,0,0,1
2020-03-05,"Argentina",1,0,0,1
2020-03-05,"Armenia",1,0,0,1
2020-03-05,"Australia",55,2,21,32
2020-03-05,"Austria",41,0,0,41
2020-03-05,"Azerbaijan",6,0,0,6
2020-03-05,"Bahrain",55,0,0,55
2020-03-05,"Belarus",6,0,0,6
2020-03-05,"Belgium",50,0,1,49
2020-03-05,"Bosnia and Herzegovina",2,0,0,2
2020-03-05,"Brazil",4,0,0,4
2020-03-05,"Cambodia",1,0,1,0
2020-03-05,"Canada",37,0,6,31
2020-03-05,"Chile",4,0,0,4
2020-03-05,"China",80537,3015,52292,25230
2020-03-05,"Croatia",10,0,0,10
2020-03-05,"Czech Republic",12,0,0,12
2020-03-05,"Denmark",10,0,0,10
2020-03-05,"Dominican Republic",1,0,0,1
2020-03-05,"Ecuador",13,0,0,13
2020-03-05,"Egypt",3,0,1,2
2020-03-05,"Estonia",3,0,0,3
2020-03-05,"Faroe Islands",1,0,0,1
2020-03-05,"Finland",12,0,1,11
2020-03-05,"France",377,6,12,359
2020-03-05,"Georgia",4,0,0,4
2020-03-05,"Germany",482,0,16,466
2020-03-05,"Gibraltar",1,0,0,1
2020-03-05,"Greece",31,0,0,31
2020-03-05,"Hungary",2,0,0,2
2020-03-05,"Iceland",34,0,0,34
2020-03-05,"India",30,0,3,27
2020-03-05,"Indonesia",2,0,0,2
2020-03-05,"Iran",3513,107,739,2667
2020-03-05,"Iraq",35,2,0,33
2020-03-05,"Ireland",6,0,0,6
2020-03-05,"Israel",16,0,1,15
2020-03-05,"Italy",3858,148,414,3296
2020-03-05,"Japan",360,6,43,311
2020-03-05,"Jordan",1,0,0,1
2020-03-05,"Kuwait",58,0,0,58
2020-03-05,"Latvia",1,0,0,1
2020-03-05,"Lebanon",16,0,1,15
2020-03-05,"Liechtenstein",1,0,0,1
2020-03-05,"Lithuania",1,0,0,1
2020-03-05,"Luxembourg",1,0,0,1
2020-03-05,"Malaysia",50,0,22,28
2020-03-05,"Mexico",5,0,1,4
2020-03-05,"Monaco",1,0,0,1
2020-03-05,"Morocco",2,0,0,2
2020-03-05,"Nepal",1,0,1,0
2020-03-05,"Netherlands",82,0,0,82
2020-03-05,"New Zealand",3,0,0,3
2020-03-05,"Nigeria",1,0,0,1
2020-03-05,"North Macedonia",1,0,0,1
2020-03-05,"Norway",87,0,0,87
2020-03-05,"Oman",16,0,2,14
2020-03-05,"Others",706,6,10,690
2020-03-05,"Pakistan",5,0,0,5
2020-03-05,"Palestine",4,0,0,4
2020-03-05,"Philippines",3,1,1,1
2020-03-05,"Poland",1,0,0,1
2020-03-05,"Portugal",8,0,0,8
2020-03-05,"Qatar",8,0,0,8
2020-03-05,"Romania",6,0,1,5
2020-03-05,"Russia",4,0,2,2
2020-03-05,"Saint Barthelemy",3,0,0,3
2020-03-05,"San Marino",21,1,0,20
2020-03-05,"Saudi Arabia",5,0,0,5
2020-03-05,"Senegal",4,0,0,4
2020-03-05,"Singapore",117,0,78,39
2020-03-05,"Slovenia",2,0,0,2
2020-03-05,"South Africa",1,0,0,1
2020-03-05,"South Korea",6088,35,41,6012
2020-03-05,"Spain",259,3,2,254
2020-03-05,"Sri Lanka",1,0,1,0
2020-03-05,"Sweden",94,0,0,94
2020-03-05,"Switzerland",114,1,3,110
2020-03-05,"Taiwan",44,1,12,31
2020-03-05,"Thailand",47,1,31,15
2020-03-05,"Tunisia",1,0,0,1
2020-03-05,"UK",115,1,8,106
2020-03-05,"Ukraine",1,0,0,1
2020-03-05,"United Arab Emirates",29,0,5,24
2020-03-05,"US",221,12,8,201
2020-03-05,"Vietnam",16,0,16,0
2020-03-06,"Afghanistan",1,0,0,1
2020-03-06,"Algeria",17,0,0,17
2020-03-06,"Andorra",1,0,0,1
2020-03-06,"Argentina",2,0,0,2
2020-03-06,"Armenia",1,0,0,1
2020-03-06,"Australia",60,2,21,37
2020-03-06,"Austria",55,0,0,55
2020-03-06,"Azerbaijan",6,0,0,6
2020-03-06,"Bahrain",60,0,4,56
2020-03-06,"Belarus",6,0,0,6
2020-03-06,"Belgium",109,0,1,108
2020-03-06,"Bhutan",1,0,0,1
2020-03-06,"Bosnia and Herzegovina",2,0,0,2
2020-03-06,"Brazil",13,0,0,13
2020-03-06,"Cambodia",1,0,1,0
2020-03-06,"Cameroon",1,0,0,1
2020-03-06,"Canada",49,0,6,43
2020-03-06,"Chile",4,0,0,4
2020-03-06,"China",80690,3044,53944,23702
2020-03-06,"Colombia",1,0,0,1
2020-03-06,"Costa Rica",1,0,0,1
2020-03-06,"Croatia",11,0,0,11
2020-03-06,"Czech Republic",18,0,0,18
2020-03-06,"Denmark",23,0,1,22
2020-03-06,"Dominican Republic",2,0,0,2
2020-03-06,"Ecuador",13,0,0,13
2020-03-06,"Egypt",15,0,1,14
2020-03-06,"Estonia",10,0,0,10
2020-03-06,"Faroe Islands",1,0,0,1
2020-03-06,"Finland",15,0,1,14
2020-03-06,"France",653,9,12,632
2020-03-06,"Georgia",4,0,0,4
2020-03-06,"Germany",670,0,17,653
2020-03-06,"Gibraltar",1,0,0,1
2020-03-06,"Greece",45,0,0,45
2020-03-06,"Hungary",2,0,0,2
2020-03-06,"Iceland",43,0,0,43
2020-03-06,"India",31,0,3,28
2020-03-06,"Indonesia",4,0,0,4
2020-03-06,"Iran",4747,124,913,3710
2020-03-06,"Iraq",40,3,0,37
2020-03-06,"Ireland",18,0,0,18
2020-03-06,"Israel",21,0,2,19
2020-03-06,"Italy",4636,197,523,3916
2020-03-06,"Japan",420,6,46,368
2020-03-06,"Jordan",1,0,0,1
2020-03-06,"Kuwait",58,0,0,58
2020-03-06,"Latvia",1,0,0,1
2020-03-06,"Lebanon",22,0,1,21
2020-03-06,"Liechtenstein",1,0,0,1
2020-03-06,"Lithuania",1,0,0,1
2020-03-06,"Luxembourg",2,0,0,2
2020-03-06,"Malaysia",83,0,22,61
2020-03-06,"Mexico",6,0,1,5
2020-03-06,"Monaco",1,0,0,1
2020-03-06,"Morocco",2,0,0,2
2020-03-06,"Nepal",1,0,1,0
2020-03-06,"Netherlands",128,1,0,127
2020-03-06,"New Zealand",4,0,0,4
2020-03-06,"Nigeria",1,0,0,1
2020-03-06,"North Macedonia",3,0,0,3
2020-03-06,"Norway",108,0,0,108
2020-03-06,"Oman",16,0,2,14
2020-03-06,"Others",696,6,40,650
2020-03-06,"Pakistan",6,0,0,6
2020-03-06,"Palestine",16,0,0,16
2020-03-06,"Peru",1,0,0,1
2020-03-06,"Philippines",5,1,1,3
2020-03-06,"Poland",5,0,0,5
2020-03-06,"Portugal",13,0,0,13
2020-03-06,"Qatar",8,0,0,8
2020-03-06,"Romania",9,0,1,8
2020-03-06,"Russia",13,0,2,11
2020-03-06,"Saint Barthelemy",3,0,0,3
2020-03-06,"San Marino",21,1,0,20
2020-03-06,"Saudi Arabia",5,0,0,5
2020-03-06,"Senegal",4,0,0,4
2020-03-06,"Serbia",1,0,0,1
2020-03-06,"Singapore",130,0,78,52
2020-03-06,"Slovakia",1,0,0,1
2020-03-06,"Slovenia",7,0,0,7
2020-03-06,"South Africa",1,0,0,1
2020-03-06,"South Korea",6593,42,135,6416
2020-03-06,"Spain",400,5,2,393
2020-03-06,"Sri Lanka",1,0,1,0
2020-03-06,"Sweden",101,0,0,101
2020-03-06,"Switzerland",214,1,3,210
2020-03-06,"Taiwan",45,1,12,32
2020-03-06,"Thailand",48,1,31,16
2020-03-06,"Togo",1,0,0,1
2020-03-06,"Tunisia",1,0,0,1
2020-03-06,"UK",163,2,8,153
2020-03-06,"Ukraine",1,0,0,1
2020-03-06,"United Arab Emirates",29,0,5,24
2020-03-06,"US",278,14,8,256
2020-03-06,"Vatican City",1,0,0,1
2020-03-06,"Vietnam",16,0,16,0
2020-03-07,"Afghanistan",1,0,0,1
2020-03-07,"Algeria",17,0,0,17
2020-03-07,"Andorra",1,0,0,1
2020-03-07,"Argentina",8,0,0,8
2020-03-07,"Armenia",1,0,0,1
2020-03-07,"Australia",63,2,21,40
2020-03-07,"Austria",79,0,0,79
2020-03-07,"Azerbaijan",9,0,0,9
2020-03-07,"Bahrain",85,0,4,81
2020-03-07,"Belarus",6,0,0,6
2020-03-07,"Belgium",169,0,1,168
2020-03-07,"Bhutan",1,0,0,1
2020-03-07,"Bosnia and Herzegovina",3,0,0,3
2020-03-07,"Brazil",13,0,0,13
2020-03-07,"Cambodia",1,0,1,0
2020-03-07,"Cameroon",1,0,0,1
2020-03-07,"Canada",54,0,8,46
2020-03-07,"Chile",4,0,0,4
2020-03-07,"China",80770,3072,55539,22159
2020-03-07,"Colombia",1,0,0,1
2020-03-07,"Costa Rica",1,0,0,1
2020-03-07,"Croatia",12,0,0,12
2020-03-07,"Czech Republic",19,0,0,19
2020-03-07,"Denmark",23,0,1,22
2020-03-07,"Dominican Republic",2,0,0,2
2020-03-07,"Ecuador",13,0,0,13
2020-03-07,"Egypt",15,0,1,14
2020-03-07,"Estonia",10,0,0,10
2020-03-07,"Faroe Islands",1,0,0,1
2020-03-07,"Finland",15,0,1,14
2020-03-07,"France",949,11,12,926
2020-03-07,"French Guiana",5,0,0,5
2020-03-07,"Georgia",4,0,0,4
2020-03-07,"Germany",799,0,18,781
2020-03-07,"Gibraltar",1,0,0,1
2020-03-07,"Greece",46,0,0,46
2020-03-07,"Hungary",4,0,0,4
2020-03-07,"Iceland",50,0,0,50
2020-03-07,"India",34,0,3,31
2020-03-07,"Indonesia",4,0,0,4
2020-03-07,"Iran",5823,145,1669,4009
2020-03-07,"Iraq",54,4,0,50
2020-03-07,"Ireland",18,0,0,18
2020-03-07,"Israel",21,0,2,19
2020-03-07,"Italy",5883,233,589,5061
2020-03-07,"Japan",461,6,76,379
2020-03-07,"Jordan",1,0,0,1
2020-03-07,"Kuwait",61,0,0,61
2020-03-07,"Latvia",1,0,0,1
2020-03-07,"Lebanon",22,0,1,21
2020-03-07,"Liechtenstein",1,0,0,1
2020-03-07,"Lithuania",1,0,0,1
2020-03-07,"Luxembourg",2,0,0,2
2020-03-07,"Malaysia",93,0,23,70
2020-03-07,"Malta",3,0,0,3
2020-03-07,"Martinique",2,0,0,2
2020-03-07,"Mexico",6,0,1,5
2020-03-07,"Monaco",1,0,0,1
2020-03-07,"Morocco",2,0,0,2
2020-03-07,"Nepal",1,0,1,0
2020-03-07,"Netherlands",188,1,0,187
2020-03-07,"New Zealand",5,0,0,5
2020-03-07,"Nigeria",1,0,0,1
2020-03-07,"North Macedonia",3,0,0,3
2020-03-07,"Norway",147,0,0,147
2020-03-07,"Oman",16,0,2,14
2020-03-07,"Others",696,6,40,650
2020-03-07,"Pakistan",6,0,0,6
2020-03-07,"Palestine",22,0,0,22
2020-03-07,"Peru",1,0,0,1
2020-03-07,"Philippines",6,1,1,4
2020-03-07,"Poland",5,0,0,5
2020-03-07,"Portugal",20,0,0,20
2020-03-07,"Qatar",8,0,0,8
2020-03-07,"Romania",9,0,3,6
2020-03-07,"Russia",13,0,2,11
2020-03-07,"Saint Barthelemy",3,0,0,3
2020-03-07,"San Marino",23,1,0,22
2020-03-07,"Saudi Arabia",5,0,0,5
2020-03-07,"Senegal",4,0,0,4
2020-03-07,"Serbia",1,0,0,1
2020-03-07,"Singapore",138,0,78,60
2020-03-07,"Slovakia",1,0,0,1
2020-03-07,"Slovenia",7,0,0,7
2020-03-07,"South Africa",1,0,0,1
2020-03-07,"South Korea",7041,44,135,6862
2020-03-07,"Spain",500,10,30,460
2020-03-07,"Sri Lanka",1,0,1,0
2020-03-07,"Sweden",161,0,0,161
2020-03-07,"Switzerland",268,1,3,264
2020-03-07,"Taiwan",45,1,12,32
2020-03-07,"Thailand",50,1,31,18
2020-03-07,"Togo",1,0,0,1
2020-03-07,"Tunisia",1,0,0,1
2020-03-07,"UK",206,2,18,186
2020-03-07,"Ukraine",1,0,0,1
2020-03-07,"United Arab Emirates",45,0,7,38
2020-03-07,"US",417,17,8,392
2020-03-07,"Vatican City",1,0,0,1
2020-03-07,"Vietnam",18,0,16,2
2020-03-08,"Afghanistan",4,0,0,4
2020-03-08,"Algeria",19,0,0,19
2020-03-08,"Andorra",1,0,0,1
2020-03-08,"Argentina",12,1,0,11
2020-03-08,"Armenia",1,0,0,1
2020-03-08,"Australia",76,4,21,51
2020-03-08,"Austria",104,0,0,104
2020-03-08,"Azerbaijan",9,0,0,9
2020-03-08,"Bahrain",85,0,4,81
2020-03-08,"Bangladesh",3,0,0,3
2020-03-08,"Belarus",6,0,0,6
2020-03-08,"Belgium",200,0,1,199
2020-03-08,"Bhutan",1,0,0,1
2020-03-08,"Bosnia and Herzegovina",3,0,0,3
2020-03-08,"Brazil",20,0,0,20
2020-03-08,"Bulgaria",4,0,0,4
2020-03-08,"Cambodia",2,0,1,1
2020-03-08,"Cameroon",2,0,0,2
2020-03-08,"Canada",64,0,8,56
2020-03-08,"Chile",8,0,0,8
2020-03-08,"China",80823,3100,57388,20335
2020-03-08,"Colombia",1,0,0,1
2020-03-08,"Costa Rica",5,0,0,5
2020-03-08,"Croatia",12,0,0,12
2020-03-08,"Czech Republic",31,0,0,31
2020-03-08,"Denmark",35,0,1,34
2020-03-08,"Dominican Republic",5,0,0,5
2020-03-08,"Ecuador",14,0,0,14
2020-03-08,"Egypt",49,1,1,47
2020-03-08,"Estonia",10,0,0,10
2020-03-08,"Faroe Islands",2,0,0,2
2020-03-08,"Finland",23,0,1,22
2020-03-08,"France",1126,19,12,1095
2020-03-08,"French Guiana",5,0,0,5
2020-03-08,"Georgia",13,0,0,13
2020-03-08,"Germany",1040,0,18,1022
2020-03-08,"Gibraltar",1,0,0,1
2020-03-08,"Greece",73,0,0,73
2020-03-08,"Hungary",7,0,0,7
2020-03-08,"Iceland",50,0,0,50
2020-03-08,"India",39,0,3,36
2020-03-08,"Indonesia",6,0,0,6
2020-03-08,"Iran",6566,194,2134,4238
2020-03-08,"Iraq",60,6,0,54
2020-03-08,"Ireland",40,0,0,40
2020-03-08,"Israel",39,0,2,37
2020-03-08,"Italy",7375,366,622,6387
2020-03-08,"Japan",502,6,76,420
2020-03-08,"Jordan",1,0,0,1
2020-03-08,"Kuwait",64,0,1,63
2020-03-08,"Latvia",2,0,0,2
2020-03-08,"Lebanon",32,0,1,31
2020-03-08,"Liechtenstein",1,0,0,1
2020-03-08,"Lithuania",1,0,0,1
2020-03-08,"Luxembourg",3,0,0,3
2020-03-08,"Malaysia",99,0,24,75
2020-03-08,"Maldives",4,0,0,4
2020-03-08,"Malta",3,0,0,3
2020-03-08,"Martinique",2,0,0,2
2020-03-08,"Mexico",7,0,1,6
2020-03-08,"Moldova",1,0,0,1
2020-03-08,"Monaco",1,0,0,1
2020-03-08,"Morocco",2,0,0,2
2020-03-08,"Nepal",1,0,1,0
2020-03-08,"Netherlands",265,3,0,262
2020-03-08,"New Zealand",5,0,0,5
2020-03-08,"Nigeria",1,0,0,1
2020-03-08,"North Macedonia",3,0,0,3
2020-03-08,"Norway",176,0,0,176
2020-03-08,"Oman",16,0,2,14
2020-03-08,"Others",696,6,40,650
2020-03-08,"Pakistan",6,0,1,5
2020-03-08,"Palestine",22,0,0,22
2020-03-08,"Paraguay",1,0,0,1
2020-03-08,"Peru",6,0,0,6
2020-03-08,"Philippines",10,1,1,8
2020-03-08,"Poland",11,0,0,11
2020-03-08,"Portugal",30,0,0,30
2020-03-08,"Qatar",15,0,0,15
2020-03-08,"Romania",15,0,3,12
2020-03-08,"Russia",17,0,3,14
2020-03-08,"Saint Barthelemy",3,0,0,3
2020-03-08,"San Marino",36,1,0,35
2020-03-08,"Saudi Arabia",11,0,0,11
2020-03-08,"Senegal",4,0,1,3
2020-03-08,"Serbia",1,0,0,1
2020-03-08,"Singapore",150,0,78,72
2020-03-08,"Slovakia",3,0,0,3
2020-03-08,"Slovenia",16,0,0,16
2020-03-08,"South Africa",3,0,0,3
2020-03-08,"South Korea",7314,50,118,7146
2020-03-08,"Spain",673,17,30,626
2020-03-08,"Sri Lanka",1,0,1,0
2020-03-08,"Sweden",203,0,0,203
2020-03-08,"Switzerland",337,2,3,332
2020-03-08,"Taiwan",45,1,13,31
2020-03-08,"Thailand",50,1,31,18
2020-03-08,"Togo",1,0,0,1
2020-03-08,"Tunisia",2,0,0,2
2020-03-08,"UK",273,3,18,252
2020-03-08,"Ukraine",1,0,0,1
2020-03-08,"United Arab Emirates",45,0,7,38
2020-03-08,"US",537,21,8,508
2020-03-08,"Vatican City",1,0,0,1
2020-03-08,"Vietnam",30,0,16,14
2020-03-09,"Afghanistan",4,0,0,4
2020-03-09,"Albania",2,0,0,2
2020-03-09,"Algeria",20,0,0,20
2020-03-09,"Andorra",1,0,0,1
2020-03-09,"Argentina",12,1,0,11
2020-03-09,"Armenia",1,0,0,1
2020-03-09,"Australia",91,4,21,66
2020-03-09,"Austria",131,0,2,129
2020-03-09,"Azerbaijan",9,0,0,9
2020-03-09,"Bahrain",95,0,14,81
2020-03-09,"Bangladesh",3,0,0,3
2020-03-09,"Belarus",6,0,1,5
2020-03-09,"Belgium",239,0,1,238
2020-03-09,"Bhutan",1,0,0,1
2020-03-09,"Bosnia and Herzegovina",3,0,0,3
2020-03-09,"Brazil",25,0,0,25
2020-03-09,"Brunei",1,0,0,1
2020-03-09,"Bulgaria",4,0,0,4
2020-03-09,"Cambodia",2,0,1,1
2020-03-09,"Cameroon",2,0,0,2
2020-03-09,"Canada",76,1,8,67
2020-03-09,"Chile",8,0,0,8
2020-03-09,"China",80860,3123,58804,18933
2020-03-09,"Colombia",1,0,0,1
2020-03-09,"Costa Rica",9,0,0,9
2020-03-09,"Croatia",12,0,0,12
2020-03-09,"Cyprus",2,0,0,2
2020-03-09,"Czech Republic",31,0,0,31
2020-03-09,"Denmark",90,0,1,89
2020-03-09,"Dominican Republic",5,0,0,5
2020-03-09,"Ecuador",15,0,0,15
2020-03-09,"Egypt",55,1,12,42
2020-03-09,"Estonia",10,0,0,10
2020-03-09,"Faroe Islands",2,0,0,2
2020-03-09,"Finland",30,0,1,29
2020-03-09,"France",1209,19,12,1178
2020-03-09,"French Guiana",5,0,0,5
2020-03-09,"Georgia",15,0,0,15
2020-03-09,"Germany",1176,2,18,1156
2020-03-09,"Gibraltar",1,0,0,1
2020-03-09,"Greece",73,0,0,73
2020-03-09,"Hungary",9,0,0,9
2020-03-09,"Iceland",58,0,0,58
2020-03-09,"India",43,0,3,40
2020-03-09,"Indonesia",19,0,0,19
2020-03-09,"Iran",7161,237,2394,4530
2020-03-09,"Iraq",60,6,9,45
2020-03-09,"Ireland",21,0,0,21
2020-03-09,"Israel",39,0,2,37
2020-03-09,"Italy",9172,463,724,7985
2020-03-09,"Japan",511,17,76,418
2020-03-09,"Jordan",1,0,0,1
2020-03-09,"Kuwait",64,0,1,63
2020-03-09,"Latvia",6,0,0,6
2020-03-09,"Lebanon",32,0,1,31
2020-03-09,"Liechtenstein",1,0,0,1
2020-03-09,"Lithuania",1,0,0,1
2020-03-09,"Luxembourg",3,0,0,3
2020-03-09,"Malaysia",117,0,24,93
2020-03-09,"Maldives",4,0,0,4
2020-03-09,"Malta",3,0,0,3
2020-03-09,"Martinique",2,0,0,2
2020-03-09,"Mexico",7,0,1,6
2020-03-09,"Moldova",1,0,0,1
2020-03-09,"Monaco",1,0,0,1
2020-03-09,"Morocco",2,0,0,2
2020-03-09,"Nepal",1,0,1,0
2020-03-09,"Netherlands",321,3,0,318
2020-03-09,"New Zealand",5,0,0,5
2020-03-09,"Nigeria",2,0,0,2
2020-03-09,"North Macedonia",3,0,0,3
2020-03-09,"Norway",205,0,1,204
2020-03-09,"Oman",16,0,2,14
2020-03-09,"Others",696,6,40,650
2020-03-09,"Pakistan",6,0,1,5
2020-03-09,"Palestine",22,0,0,22
2020-03-09,"Paraguay",1,0,0,1
2020-03-09,"Peru",7,0,0,7
2020-03-09,"Philippines",20,1,1,18
2020-03-09,"Poland",16,0,0,16
2020-03-09,"Portugal",30,0,0,30
2020-03-09,"Qatar",18,0,0,18
2020-03-09,"Romania",15,0,3,12
2020-03-09,"Russia",17,0,3,14
2020-03-09,"Saint Barthelemy",1,0,0,1
2020-03-09,"Saint Martin",2,0,0,2
2020-03-09,"San Marino",36,1,0,35
2020-03-09,"Saudi Arabia",15,0,0,15
2020-03-09,"Senegal",4,0,1,3
2020-03-09,"Serbia",1,0,0,1
2020-03-09,"Singapore",150,0,78,72
2020-03-09,"Slovakia",3,0,0,3
2020-03-09,"Slovenia",16,0,0,16
2020-03-09,"South Africa",3,0,0,3
2020-03-09,"South Korea",7478,53,118,7307
2020-03-09,"Spain",1073,28,32,1013
2020-03-09,"Sri Lanka",1,0,1,0
2020-03-09,"Sweden",248,0,1,247
2020-03-09,"Switzerland",374,2,3,369
2020-03-09,"Taiwan",45,1,15,29
2020-03-09,"Thailand",50,1,31,18
2020-03-09,"Togo",1,0,0,1
2020-03-09,"Tunisia",2,0,0,2
2020-03-09,"UK",321,4,18,299
2020-03-09,"Ukraine",1,0,0,1
2020-03-09,"United Arab Emirates",45,0,7,38
2020-03-09,"US",605,22,8,575
2020-03-09,"Vatican City",1,0,0,1
2020-03-09,"Vietnam",30,0,16,14
2020-03-10,"Afghanistan",5,0,0,5
2020-03-10,"Albania",10,0,0,10
2020-03-10,"Algeria",20,0,0,20
2020-03-10,"Andorra",1,0,0,1
2020-03-10,"Argentina",17,1,0,16
2020-03-10,"Armenia",1,0,0,1
2020-03-10,"Australia",107,3,21,83
2020-03-10,"Austria",182,0,4,178
2020-03-10,"Azerbaijan",11,0,0,11
2020-03-10,"Bahrain",110,0,22,88
2020-03-10,"Bangladesh",3,0,0,3
2020-03-10,"Belarus",9,0,3,6
2020-03-10,"Belgium",267,0,1,266
2020-03-10,"Bhutan",1,0,0,1
2020-03-10,"Bosnia and Herzegovina",5,0,0,5
2020-03-10,"Brazil",31,0,0,31
2020-03-10,"Brunei",1,0,0,1
2020-03-10,"Bulgaria",4,0,0,4
2020-03-10,"Burkina Faso",1,0,0,1
2020-03-10,"Cambodia",2,0,1,1
2020-03-10,"Cameroon",2,0,0,2
2020-03-10,"Canada",79,1,8,70
2020-03-10,"Channel Islands",1,0,0,1
2020-03-10,"Chile",13,0,0,13
2020-03-10,"China",80887,3139,60181,17567
2020-03-10,"Colombia",3,0,0,3
2020-03-10,"Costa Rica",9,0,0,9
2020-03-10,"Croatia",14,0,0,14
2020-03-10,"Cyprus",3,0,0,3
2020-03-10,"Czech Republic",41,0,0,41
2020-03-10,"Denmark",262,0,1,261
2020-03-10,"Dominican Republic",5,0,0,5
2020-03-10,"Ecuador",15,0,0,15
2020-03-10,"Egypt",59,1,1,57
2020-03-10,"Estonia",12,0,0,12
2020-03-10,"Faroe Islands",2,0,0,2
2020-03-10,"Finland",40,0,1,39
2020-03-10,"France",1784,33,12,1739
2020-03-10,"French Guiana",5,0,0,5
2020-03-10,"Georgia",15,0,0,15
2020-03-10,"Germany",1457,2,18,1437
2020-03-10,"Gibraltar",1,0,1,0
2020-03-10,"Greece",89,0,0,89
2020-03-10,"Holy See",1,0,0,1
2020-03-10,"Hungary",9,0,0,9
2020-03-10,"Iceland",69,0,1,68
2020-03-10,"India",56,0,4,52
2020-03-10,"Indonesia",27,0,2,25
2020-03-10,"Iran",8042,291,2731,5020
2020-03-10,"Iraq",71,7,3,61
2020-03-10,"Ireland",34,0,0,34
2020-03-10,"Israel",58,0,4,54
2020-03-10,"Italy",10149,631,1004,8514
2020-03-10,"Japan",581,10,101,470
2020-03-10,"Jordan",1,0,0,1
2020-03-10,"Kuwait",69,0,1,68
2020-03-10,"Latvia",8,0,1,7
2020-03-10,"Lebanon",41,1,1,39
2020-03-10,"Liechtenstein",1,0,0,1
2020-03-10,"Lithuania",1,0,0,1
2020-03-10,"Luxembourg",5,0,0,5
2020-03-10,"Malaysia",129,0,24,105
2020-03-10,"Maldives",6,0,0,6
2020-03-10,"Malta",5,0,0,5
2020-03-10,"Martinique",2,0,0,2
2020-03-10,"Mexico",7,0,4,3
2020-03-10,"Moldova",3,0,0,3
2020-03-10,"Monaco",1,0,0,1
2020-03-10,"Mongolia",1,0,0,1
2020-03-10,"Morocco",3,1,0,2
2020-03-10,"Nepal",1,0,1,0
2020-03-10,"Netherlands",382,4,0,378
2020-03-10,"New Zealand",5,0,0,5
2020-03-10,"Nigeria",2,0,0,2
2020-03-10,"North Macedonia",7,0,0,7
2020-03-10,"Norway",400,0,1,399
2020-03-10,"Oman",18,0,9,9
2020-03-10,"Others",696,6,40,650
2020-03-10,"Pakistan",16,0,1,15
2020-03-10,"Palestine",25,0,0,25
2020-03-10,"Panama",1,0,0,1
2020-03-10,"Paraguay",1,0,0,1
2020-03-10,"Peru",11,0,0,11
2020-03-10,"Philippines",33,1,2,30
2020-03-10,"Poland",22,0,0,22
2020-03-10,"Portugal",41,0,0,41
2020-03-10,"Qatar",24,0,0,24
2020-03-10,"Romania",25,0,3,22
2020-03-10,"Russia",10,0,3,7
2020-03-10,"Saint Barthelemy",1,0,0,1
2020-03-10,"Saint Martin",2,0,0,2
2020-03-10,"San Marino",51,2,0,49
2020-03-10,"Saudi Arabia",20,0,1,19
2020-03-10,"Senegal",4,0,1,3
2020-03-10,"Serbia",5,0,0,5
2020-03-10,"Singapore",160,0,78,82
2020-03-10,"Slovakia",7,0,0,7
2020-03-10,"Slovenia",31,0,0,31
2020-03-10,"South Africa",7,0,0,7
2020-03-10,"South Korea",7513,54,247,7212
2020-03-10,"Spain",1695,35,32,1628
2020-03-10,"Sri Lanka",1,0,1,0
2020-03-10,"Sweden",355,0,1,354
2020-03-10,"Switzerland",491,3,3,485
2020-03-10,"Taiwan",47,1,17,29
2020-03-10,"Thailand",53,1,33,19
2020-03-10,"Togo",1,0,0,1
2020-03-10,"Tunisia",5,0,0,5
2020-03-10,"UK",382,6,18,358
2020-03-10,"Ukraine",1,0,0,1
2020-03-10,"United Arab Emirates",74,0,12,62
2020-03-10,"US",959,28,8,923
2020-03-10,"Vietnam",31,0,16,15
2020-03-11,"Afghanistan",7,0,0,7
2020-03-11,"Albania",12,1,0,11
